pmcid,disease_label,broad_disease,gene,confidence
PMC8814618,covid_19,infectious,STAT3,high
PMC8814618,covid_19,infectious,BRAF,high
PMC8814618,covid_19,infectious,NOS2,high
PMC8814618,covid_19,infectious,IL6,high
PMC8814618,covid_19,infectious,JAK3,high
PMC8814618,covid_19,infectious,VEGFA,high
PMC8814618,covid_19,infectious,TNF,high
PMC8814618,covid_19,infectious,CASP8,high
PMC8814618,covid_19,infectious,CASP3,high
PMC9641366,myocardial_infarction,cardiovascular,AR,high
PMC9641366,myocardial_infarction,cardiovascular,PPARG,high
PMC9641366,myocardial_infarction,cardiovascular,ESR1,high
PMC9641366,myocardial_infarction,cardiovascular,CASP3,high
PMC9641366,myocardial_infarction,cardiovascular,IL6,high
PMC9641366,myocardial_infarction,cardiovascular,MAPK8,high
PMC9641366,myocardial_infarction,cardiovascular,MYC,high
PMC9641366,myocardial_infarction,cardiovascular,HIF1A,high
PMC9641366,myocardial_infarction,cardiovascular,RELA,high
PMC9641366,myocardial_infarction,cardiovascular,NOS3,high
PMC9641366,myocardial_infarction,cardiovascular,FOS,high
PMC9641366,myocardial_infarction,cardiovascular,GSK3B,high
PMC9641366,myocardial_infarction,cardiovascular,NFKBIA,high
PMC9389148,covid_19,infectious,TNF,high
PMC9389148,covid_19,infectious,IL6,high
PMC9389148,covid_19,infectious,PPARG,high
PMC9389148,covid_19,infectious,MAPK3,high
PMC9389148,covid_19,infectious,PTGS2,high
PMC9389148,covid_19,infectious,ICAM1,high
PMC9389148,covid_19,infectious,MAPK1,high
PMC12083493,ulcerative_colitis,gastrointestinal,EGFR,medium
PMC12083493,ulcerative_colitis,gastrointestinal,STAT3,medium
PMC12083493,ulcerative_colitis,gastrointestinal,SRC,medium
PMC12083493,ulcerative_colitis,gastrointestinal,AKT1,medium
PMC12083493,ulcerative_colitis,gastrointestinal,HSP90AA1,medium
PMC12083493,ulcerative_colitis,gastrointestinal,DCX,medium
PMC12478307,,,TP53,high
PMC12478307,,,ACTB,high
PMC12478307,,,AKT1,high
PMC12478307,,,TNF,high
PMC12478307,,,HIF1A,high
PMC12478307,,,IL6,high
PMC12478307,,,MYC,high
PMC12478307,,,EGFR,high
PMC12478307,,,IL1B,high
PMC12478307,,,ALB,high
PMC10957020,asthma,respiratory,FOS,high
PMC10957020,asthma,respiratory,STAT3,high
PMC10957020,asthma,respiratory,RELA,high
PMC10957020,asthma,respiratory,JUN,high
PMC10957020,asthma,respiratory,ESR1,high
PMC10957020,asthma,respiratory,TP53,high
PMC10957020,asthma,respiratory,IL6,high
PMC10957020,asthma,respiratory,IL1B,high
PMC10957020,asthma,respiratory,TNF,high
PMC9827666,osteoporosis,musculoskeletal,AKT1,medium
PMC9827666,osteoporosis,musculoskeletal,JUN,medium
PMC9827666,osteoporosis,musculoskeletal,GSK3B,medium
PMC9827666,osteoporosis,musculoskeletal,CCND1,medium
PMC9827666,osteoporosis,musculoskeletal,AR,medium
PMC9827666,osteoporosis,musculoskeletal,FOS,medium
PMC9827666,osteoporosis,musculoskeletal,TGFB1,medium
PMC9827666,osteoporosis,musculoskeletal,PPARD,medium
PMC13223287,influenza,infectious,TNF,high
PMC13223287,influenza,infectious,AKT1,high
PMC13223287,influenza,infectious,EGFR,high
PMC13223287,influenza,infectious,SRC,high
PMC13223287,influenza,infectious,MMP9,high
PMC12220612,,,HT,medium
PMC12220612,,,TNFSF11,medium
PMC12220612,,,PPARA,medium
PMC12220612,,,TEAD1,medium
PMC11096846,,,GNAS,medium
PMC11096846,,,GNB1,medium
PMC11096846,,,CYP2E1,medium
PMC11096846,,,SFTPC,medium
PMC11096846,,,F2,medium
PMC11096846,,,MAPK3,medium
PMC11096846,,,PLG,medium
PMC11096846,,,SRC,medium
PMC11096846,,,HDAC1,medium
PMC11096846,,,STAT3,medium
PMC9304690,acute_lung_injury,respiratory,MAPK14,medium
PMC9304690,acute_lung_injury,respiratory,CDK2,medium
PMC9304690,acute_lung_injury,respiratory,EGFR,medium
PMC9304690,acute_lung_injury,respiratory,F2,medium
PMC9304690,acute_lung_injury,respiratory,SRC,medium
PMC9304690,acute_lung_injury,respiratory,AKT1,medium
PMC12204778,lung_cancer,cancer,F2,medium
PMC12204778,lung_cancer,cancer,AR,medium
PMC12204778,lung_cancer,cancer,EGFR,medium
PMC12204778,lung_cancer,cancer,FLT3LG,medium
PMC12204778,lung_cancer,cancer,FLT3,medium
PMC12204778,lung_cancer,cancer,HGF,medium
PMC12204778,lung_cancer,cancer,IGF1R,medium
PMC12204778,lung_cancer,cancer,PRRT2,medium
PMC12204778,lung_cancer,cancer,COX2,medium
PMC12204778,lung_cancer,cancer,SETD2,medium
PMC12204778,lung_cancer,cancer,PIM1,medium
PMC12204778,lung_cancer,cancer,CDK4,medium
PMC12204778,lung_cancer,cancer,FASLG,medium
PMC12204778,lung_cancer,cancer,TERT,medium
PMC10977574,,,DHCR7-DT,high
PMC10977574,,,GAPDH,high
PMC10977574,,,IL6,high
PMC10977574,,,TNF,high
PMC10977574,,,AKT1,high
PMC10977574,,,TP53,high
PMC10977574,,,EGFR,high
PMC11414759,ankylosing_spondylitis,autoimmune,MMP9,medium
PMC11414759,ankylosing_spondylitis,autoimmune,NLRP3,medium
PMC11414759,ankylosing_spondylitis,autoimmune,CYP2B6,medium
PMC11102677,rheumatoid_arthritis,autoimmune,PIK3CA,medium
PMC11102677,rheumatoid_arthritis,autoimmune,TNF,medium
PMC11102677,rheumatoid_arthritis,autoimmune,MAPK3,medium
PMC9692208,gout,musculoskeletal,CP,high
PMC9692208,gout,musculoskeletal,ELAVL1,high
PMC9692208,gout,musculoskeletal,TP53,high
PMC9692208,gout,musculoskeletal,MAPK8,high
PMC9692208,gout,musculoskeletal,MAPK3,high
PMC9692208,gout,musculoskeletal,IL6,high
PMC9692208,gout,musculoskeletal,AKT1,high
PMC9692208,gout,musculoskeletal,ABCG2,high
PMC9692208,gout,musculoskeletal,TNF,high
PMC9692208,gout,musculoskeletal,NLRP3,high
PMC9831705,diabetic_nephropathy,renal_metabolic,IL6,medium
PMC9831705,diabetic_nephropathy,renal_metabolic,AKT1,medium
PMC9831705,diabetic_nephropathy,renal_metabolic,TNF,medium
PMC9831705,diabetic_nephropathy,renal_metabolic,CAT,medium
PMC9831705,diabetic_nephropathy,renal_metabolic,JUN,medium
PMC9831705,diabetic_nephropathy,renal_metabolic,PTGS2,medium
PMC12376120,,,MAPK1,medium
PMC12376120,,,MAPK3,medium
PMC12376120,,,MAPK8,medium
PMC12376120,,,MAPK10,medium
PMC12376120,,,MAPK14,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,DCX,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,TNF,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,IL6,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,ALB,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,AKT1,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,TP53,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,JUN,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,IL1B,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,VEGFA,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,CASP3,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,EGFR,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,MMP9,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,SRC,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,MAPK3,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,MYC,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,CXCL8,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,PTGS2,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,CCL2,medium
PMC11239594,irritable_bowel_syndrome,gastrointestinal,ESR1,medium
PMC12358555,,,SLC2A4,high
PMC12358555,,,PPARG,high
PMC12358555,,,INSR,high
PMC12358555,,,AKT2,high
PMC12358555,,,CASP3,high
PMC12358555,,,MMP9,high
PMC10235497,,,RELA,high
PMC10235497,,,TBX21,high
PMC10235497,,,GATA3,high
PMC12215522,,,KCNH2,medium
PMC12215522,,,HSP90AA1,medium
PMC12215522,,,SCN5A,medium
PMC12215522,,,CACNA2D1,medium
PMC11967982,atopic_dermatitis,dermatologic,SRC,high
PMC11967982,atopic_dermatitis,dermatologic,MAPK3,high
PMC11967982,atopic_dermatitis,dermatologic,MAPK1,high
PMC11967982,atopic_dermatitis,dermatologic,JUN,high
PMC11967982,atopic_dermatitis,dermatologic,PIK3CA,high
PMC11967982,atopic_dermatitis,dermatologic,ESR1,high
PMC11967982,atopic_dermatitis,dermatologic,PTGS2,high
PMC11967982,atopic_dermatitis,dermatologic,PTPN11,high
PMC11967982,atopic_dermatitis,dermatologic,IL6,high
PMC11967982,atopic_dermatitis,dermatologic,ALOX5,high
PMC8249129,depression,psychiatric,AKT1,high
PMC8249129,depression,psychiatric,VEGFA,high
PMC8249129,depression,psychiatric,MAPK8,high
PMC8249129,depression,psychiatric,FOS,high
PMC8249129,depression,psychiatric,ESR1,high
PMC8249129,depression,psychiatric,NR3C1,high
PMC8249129,depression,psychiatric,IL6,high
PMC8249129,depression,psychiatric,HIF1A,high
PMC8249129,depression,psychiatric,NOS3,high
PMC8249129,depression,psychiatric,AR,high
PMC10050741,,,MCC,high
PMC10050741,,,IL6,high
PMC10050741,,,TNF,high
PMC10050741,,,IL1B,high
PMC10050741,,,IL10,high
PMC10050741,,,INS,high
PMC10050741,,,EGF,high
PMC10050741,,,PTGS2,high
PMC10050741,,,COX2,high
PMC10050741,,,EGFR,high
PMC10050741,,,BCL2L1,high
PMC12110816,,,TNF,high
PMC12110816,,,EGF,high
PMC12110816,,,GAPDH,high
PMC9288182,covid_19,infectious,ERBB2,medium
PMC9288182,covid_19,infectious,TP53,medium
PMC9288182,covid_19,infectious,IL6,medium
PMC9288182,covid_19,infectious,PTGS2,medium
PMC9288182,covid_19,infectious,FOS,medium
PMC9288182,covid_19,infectious,IL1B,medium
PMC9288182,covid_19,infectious,IL10,medium
PMC9288182,covid_19,infectious,SPP1,medium
PMC9288182,covid_19,infectious,PPARG,medium
PMC9288182,covid_19,infectious,MMP9,medium
PMC9288182,covid_19,infectious,MYC,medium
PMC9288182,covid_19,infectious,JUN,medium
PMC9288182,covid_19,infectious,HIF1A,medium
PMC9288182,covid_19,infectious,CXCL8,medium
PMC9288182,covid_19,infectious,ICAM1,medium
PMC9288182,covid_19,infectious,MAPK3,medium
PMC9288182,covid_19,infectious,CCL2,medium
PMC9288182,covid_19,infectious,CCND1,medium
PMC9288182,covid_19,infectious,AKT1,medium
PMC9288182,covid_19,infectious,TNF,medium
PMC9288182,covid_19,infectious,SERPINE1,medium
PMC9288182,covid_19,infectious,TGFB1,medium
PMC9288182,covid_19,infectious,MMP2,medium
PMC9288182,covid_19,infectious,TIMP1,medium
PMC9288182,covid_19,infectious,CASP3,medium
PMC9288182,covid_19,infectious,EGFR,medium
PMC7076893,,,PPARG,high
PMC7076893,,,ACACB,high
PMC7076893,,,NFKB1,high
PMC7076893,,,PPARA,high
PMC9191557,myocardial_infarction,cardiovascular,AKT1,medium
PMC9191557,myocardial_infarction,cardiovascular,IL6,medium
PMC9191557,myocardial_infarction,cardiovascular,VEGFA,medium
PMC9191557,myocardial_infarction,cardiovascular,MAPK1,medium
PMC9191557,myocardial_infarction,cardiovascular,STAT3,medium
PMC9191557,myocardial_infarction,cardiovascular,CASP3,medium
PMC9191557,myocardial_infarction,cardiovascular,PTGS2,medium
PMC9191557,myocardial_infarction,cardiovascular,FOS,medium
PMC9191557,myocardial_infarction,cardiovascular,MYC,medium
PMC9191557,myocardial_infarction,cardiovascular,JUN,medium
PMC9191557,myocardial_infarction,cardiovascular,MAPK14,medium
PMC9191557,myocardial_infarction,cardiovascular,BCL2L1,medium
PMC12163577,,,MYC,high
PMC12163577,,,IL6,high
PMC12163577,,,IL1B,high
PMC12163577,,,PTGS2,high
PMC12303444,endometriosis,gynecologic,AKT1,high
PMC12303444,endometriosis,gynecologic,ALB,high
PMC12303444,endometriosis,gynecologic,STAT3,high
PMC12303444,endometriosis,gynecologic,TNF,high
PMC7718855,copd,respiratory,PTGS2,medium
PMC7718855,copd,respiratory,PPARG,medium
PMC7718855,copd,respiratory,NOS2,medium
PMC7718855,copd,respiratory,NR3C1,medium
PMC7718855,copd,respiratory,COPD,medium
PMC9359200,,,AKT1,medium
PMC9359200,,,PTGS2,medium
PMC9359200,,,CASP3,medium
PMC9200514,,,CCND1,high
PMC9200514,,,CASP3,high
PMC9200514,,,HIF1A,high
PMC9200514,,,ESR1,high
PMC11818921,,,TNF,medium
PMC11818921,,,IL6,medium
PMC11818921,,,BCL2,medium
PMC11818921,,,ESR1,medium
PMC11818921,,,SRC,medium
PMC11818921,,,MMP9,medium
PMC11818921,,,HIF1A,medium
PMC11818921,,,NFKB1,medium
PMC11818921,,,CCS,medium
PMC7843179,,,TP53,high
PMC7843179,,,AKT1,high
PMC7843179,,,MAPK3,high
PMC7843179,,,PTGS2,high
PMC7843179,,,BAX,high
PMC7843179,,,BCL2,high
PMC12067316,,,STAT3,high
PMC12067316,,,PIK3R1,high
PMC12067316,,,AKT1,high
PMC12067316,,,PARP1,high
PMC12067316,,,ICAM1,high
PMC12067316,,,DPP4,high
PMC12067316,,,KLKB1,high
PMC12067316,,,F2,high
PMC12067316,,,F10,high
PMC12067316,,,PTPN6,high
PMC12067316,,,FABP3,high
PMC12067316,,,SLC37A4,high
PMC12067316,,,CASP1,high
PMC12991575,,,EGFR,high
PMC12991575,,,SETD2,high
PMC12991575,,,PTGS2,high
PMC12991575,,,SRC,high
PMC12991575,,,TNF,high
PMC10615469,asthma,respiratory,ACTB,high
PMC10615469,asthma,respiratory,AKT1,high
PMC10615469,asthma,respiratory,TNF,high
PMC10615469,asthma,respiratory,HSP90AA1,high
PMC10615469,asthma,respiratory,EGFR,high
PMC8121566,diabetic_nephropathy,renal_metabolic,VEGFA,high
PMC8121566,diabetic_nephropathy,renal_metabolic,IL6,high
PMC8121566,diabetic_nephropathy,renal_metabolic,TNF,high
PMC8121566,diabetic_nephropathy,renal_metabolic,AKT1,high
PMC8121566,diabetic_nephropathy,renal_metabolic,TP53,high
PMC10607277,colorectal_cancer,cancer,HPSE,high
PMC10607277,colorectal_cancer,cancer,IL1B,high
PMC10607277,colorectal_cancer,cancer,GSK3B,high
PMC10607277,colorectal_cancer,cancer,NOS3,high
PMC10607277,colorectal_cancer,cancer,RELA,high
PMC10607277,colorectal_cancer,cancer,CDK4,high
PMC7673937,cancer_unspecified,cancer,JUN,medium
PMC7673937,cancer_unspecified,cancer,MAPK1,medium
PMC7673937,cancer_unspecified,cancer,RELA,medium
PMC7673937,cancer_unspecified,cancer,TYRP1,medium
PMC8100455,,,STAT3,medium
PMC8100455,,,PTGS2,medium
PMC8100455,,,JUN,medium
PMC8100455,,,VEGFA,medium
PMC8100455,,,EGFR,medium
PMC8100455,,,ALOX5,medium
PMC11847854,prostate_cancer,cancer,BCL2,medium
PMC11847854,prostate_cancer,cancer,ESR1,medium
PMC11847854,prostate_cancer,cancer,HIF1A,medium
PMC11847854,prostate_cancer,cancer,STAT3,medium
PMC11366254,female_infertility,reproductive,AKT1,high
PMC11366254,female_infertility,reproductive,TP53,high
PMC11366254,female_infertility,reproductive,TNF,high
PMC11366254,female_infertility,reproductive,ALB,high
PMC11366254,female_infertility,reproductive,VEGFA,high
PMC11544044,hepatocellular_carcinoma,cancer,HYCC1,medium
PMC11544044,hepatocellular_carcinoma,cancer,MAPK1,medium
PMC11544044,hepatocellular_carcinoma,cancer,AKR1C3,medium
PMC12230579,,,ALDH2,high
PMC12230579,,,CDS1,high
PMC12230579,,,ODC1,high
PMC12230579,,,IDH1,high
PMC12230579,,,NOS3,high
PMC12230579,,,UGT2B7,high
PMC12230579,,,HMOX1,high
PMC7753939,,,TNF,high
PMC7753939,,,IGF1,high
PMC7753939,,,IL1B,high
PMC7753939,,,GPT,high
PMC7753939,,,CCL2,high
PMC7753939,,,HGF,high
PMC7753939,,,TLR4,high
PMC7753939,,,PPARG,high
PMC7753939,,,GOT2,high
PMC7753939,,,LDLR,high
PMC7753939,,,MMP1,high
PMC7753939,,,F2,high
PMC7753939,,,DCN,high
PMC7753939,,,GLUL,high
PMC7753939,,,PPARA,high
PMC7753939,,,THBS1,high
PMC7753939,,,JAK2,high
PMC7753939,,,CFTR,high
PMC7753939,,,PLAT,high
PMC7753939,,,OAT,high
PMC7753939,,,GPX8,high
PMC9992681,breast_cancer,cancer,AKT1,high
PMC9992681,breast_cancer,cancer,ESR1,high
PMC9992681,breast_cancer,cancer,EGFR,high
PMC9992681,breast_cancer,cancer,SRC,high
PMC9992681,breast_cancer,cancer,CASP3,high
PMC9992681,breast_cancer,cancer,HSP90AA1,high
PMC9992681,breast_cancer,cancer,IGF1,high
PMC9992681,breast_cancer,cancer,MDM2,high
PMC9992681,breast_cancer,cancer,RHOA,high
PMC9992681,breast_cancer,cancer,MAPK1,high
PMC9192323,liver_fibrosis,hepatic,CXCL8,high
PMC9192323,liver_fibrosis,hepatic,MAPK1,high
PMC9192323,liver_fibrosis,hepatic,AKT1,high
PMC9192323,liver_fibrosis,hepatic,SRC,high
PMC9192323,liver_fibrosis,hepatic,VEGFA,high
PMC9192323,liver_fibrosis,hepatic,IL6,high
PMC12860169,lung_cancer,cancer,PIK3CB,high
PMC12860169,lung_cancer,cancer,ERBB2,high
PMC12860169,lung_cancer,cancer,SRC,high
PMC12860169,lung_cancer,cancer,MTOR,high
PMC12860169,lung_cancer,cancer,JUN,high
PMC12860169,lung_cancer,cancer,GSK3B,high
PMC12860169,lung_cancer,cancer,STAT3,high
PMC12860169,lung_cancer,cancer,PIK3CA,high
PMC12860169,lung_cancer,cancer,EGFR,high
PMC12444918,diabetic_nephropathy,renal_metabolic,CCL2,high
PMC12444918,diabetic_nephropathy,renal_metabolic,NFKB1,high
PMC12444918,diabetic_nephropathy,renal_metabolic,IFNG,high
PMC12444918,diabetic_nephropathy,renal_metabolic,CRP,high
PMC12444918,diabetic_nephropathy,renal_metabolic,IL1B,high
PMC12444918,diabetic_nephropathy,renal_metabolic,STAT3,high
PMC12444918,diabetic_nephropathy,renal_metabolic,ICAM1,high
PMC12444918,diabetic_nephropathy,renal_metabolic,PPARG,high
PMC12444918,diabetic_nephropathy,renal_metabolic,ALB,high
PMC12444918,diabetic_nephropathy,renal_metabolic,NOS3,high
PMC9578366,covid_19,infectious,EGFR,high
PMC9578366,covid_19,infectious,TP53,high
PMC9578366,covid_19,infectious,TNF,high
PMC9578366,covid_19,infectious,JAK2,high
PMC9578366,covid_19,infectious,NR3C1,high
PMC9578366,covid_19,infectious,TH,high
PMC9578366,covid_19,infectious,COMT,high
PMC9578366,covid_19,infectious,DRD2,high
PMC10589576,osteoporosis,musculoskeletal,AKT1,high
PMC10589576,osteoporosis,musculoskeletal,TP53,high
PMC10589576,osteoporosis,musculoskeletal,IL6,high
PMC10589576,osteoporosis,musculoskeletal,TNF,high
PMC10589576,osteoporosis,musculoskeletal,VEGFA,high
PMC10589576,osteoporosis,musculoskeletal,CASP3,high
PMC10589576,osteoporosis,musculoskeletal,IL1B,high
PMC10589576,osteoporosis,musculoskeletal,MYC,high
PMC10589576,osteoporosis,musculoskeletal,PTGS2,high
PMC10589576,osteoporosis,musculoskeletal,EGFR,high
PMC8779036,,,SRC,medium
PMC8779036,,,MAPK3,medium
PMC8779036,,,MTOR,medium
PMC8779036,,,MAPK1,medium
PMC8779036,,,GSK3B,medium
PMC8779036,,,JAK2,medium
PMC8779036,,,ESR1,medium
PMC8779036,,,AR,medium
PMC8779036,,,PIK3CA,medium
PMC8779036,,,BCL2L1,medium
PMC8779036,,,SIRT1,medium
PMC12560116,,,JUN,high
PMC12560116,,,TNF,high
PMC12560116,,,AKT1,high
PMC12560116,,,IL1B,high
PMC12560116,,,PPARG,high
PMC12560116,,,MAPK8,high
PMC12560116,,,CASP3,high
PMC12560116,,,PTGS2,high
PMC9578855,ankylosing_spondylitis,autoimmune,IL1B,high
PMC9578855,ankylosing_spondylitis,autoimmune,PTGS2,high
PMC9578855,ankylosing_spondylitis,autoimmune,CXCL8,high
PMC9578855,ankylosing_spondylitis,autoimmune,CCL2,high
PMC9578855,ankylosing_spondylitis,autoimmune,MYC,high
PMC9578855,ankylosing_spondylitis,autoimmune,IL2,high
PMC9304584,breast_cancer,cancer,GAPDH,high
PMC9304584,breast_cancer,cancer,MMP9,high
PMC9304584,breast_cancer,cancer,CCNA2,high
PMC9304584,breast_cancer,cancer,RRM2,high
PMC9304584,breast_cancer,cancer,CHEK1,high
PMC6920415,coronary_heart_disease,cardiovascular,ART4,medium
PMC6920415,coronary_heart_disease,cardiovascular,TP53,medium
PMC6920415,coronary_heart_disease,cardiovascular,ESR1,medium
PMC6920415,coronary_heart_disease,cardiovascular,AKT1,medium
PMC6920415,coronary_heart_disease,cardiovascular,STAT3,medium
PMC6920415,coronary_heart_disease,cardiovascular,MAPK1,medium
PMC11958725,copd,respiratory,ESR1,high
PMC11958725,copd,respiratory,SRC,high
PMC11958725,copd,respiratory,PPARG,high
PMC11958725,copd,respiratory,BCL2,high
PMC11958725,copd,respiratory,PARP1,high
PMC11958725,copd,respiratory,KDR,high
PMC11958725,copd,respiratory,APP,high
PMC11958725,copd,respiratory,MMP9,high
PMC11958725,copd,respiratory,ATP8A2,high
PMC11958725,copd,respiratory,ABCG2,high
PMC12431576,constipation,gastrointestinal,AKT1,high
PMC12431576,constipation,gastrointestinal,TNF,high
PMC12431576,constipation,gastrointestinal,TP53,high
PMC12431576,constipation,gastrointestinal,PTGS2,high
PMC12431576,constipation,gastrointestinal,CASP3,high
PMC9239803,,,IL6,medium
PMC9239803,,,EGFR,medium
PMC9239803,,,TLR4,medium
PMC11255520,alzheimer_disease,neurological,TP53,medium
PMC11255520,alzheimer_disease,neurological,EGFR,medium
PMC11255520,alzheimer_disease,neurological,CASP3,medium
PMC11255520,alzheimer_disease,neurological,PTGS2,medium
PMC11255520,alzheimer_disease,neurological,MMP9,medium
PMC11255520,alzheimer_disease,neurological,SRC,medium
PMC11255520,alzheimer_disease,neurological,BCL2,medium
PMC11255520,alzheimer_disease,neurological,ESR1,medium
PMC11255520,alzheimer_disease,neurological,PPARG,medium
PMC11255520,alzheimer_disease,neurological,HSP90AA1,medium
PMC8941571,,,AKT1,high
PMC8941571,,,SETD2,high
PMC8941571,,,TNF,high
PMC8941571,,,IL17A,high
PMC8941571,,,IL6,high
PMC8941571,,,IL10,high
PMC10963236,,,CXCL8,medium
PMC10963236,,,RELA,medium
PMC10963236,,,MAPK14,medium
PMC10963236,,,NFKB1,medium
PMC10963236,,,CXCL10,medium
PMC10963236,,,IL6,medium
PMC10963236,,,TNF,medium
PMC11427391,hepatocellular_carcinoma,cancer,HSP90AA1,high
PMC11427391,hepatocellular_carcinoma,cancer,XRCC1,high
PMC11427391,hepatocellular_carcinoma,cancer,PTGS2,high
PMC11427391,hepatocellular_carcinoma,cancer,IL6,high
PMC11427391,hepatocellular_carcinoma,cancer,GSTP1,high
PMC11427391,hepatocellular_carcinoma,cancer,TGFB1,high
PMC11427391,hepatocellular_carcinoma,cancer,HIF1A,high
PMC11427391,hepatocellular_carcinoma,cancer,SOD2,high
PMC11427391,hepatocellular_carcinoma,cancer,MAPK3,high
PMC11427391,hepatocellular_carcinoma,cancer,PCNA,high
PMC11251886,,,AKT1,high
PMC11251886,,,SRC,high
PMC11251886,,,EGFR,high
PMC11251886,,,CASP3,high
PMC11251886,,,TP53,high
PMC8828947,ischemic_stroke,neurological,ADCY10,medium
PMC8828947,ischemic_stroke,neurological,F2,medium
PMC8828947,ischemic_stroke,neurological,MMP7,medium
PMC8828947,ischemic_stroke,neurological,KDR,medium
PMC8828947,ischemic_stroke,neurological,IGF1,medium
PMC8828947,ischemic_stroke,neurological,REN,medium
PMC8828947,ischemic_stroke,neurological,PPARG,medium
PMC8828947,ischemic_stroke,neurological,PLG,medium
PMC8828947,ischemic_stroke,neurological,MMP1,medium
PMC10468769,osteoarthritis,musculoskeletal,PTGS2,medium
PMC10468769,osteoarthritis,musculoskeletal,TNF,medium
PMC10468769,osteoarthritis,musculoskeletal,DCX,medium
PMC10468769,osteoarthritis,musculoskeletal,RPS5,medium
PMC9217541,,,ALB,medium
PMC9217541,,,IL6,medium
PMC9217541,,,EGFR,medium
PMC9217541,,,VEGFA,medium
PMC10489552,breast_cancer,cancer,PIK3CA,medium
PMC10489552,breast_cancer,cancer,CASP3,medium
PMC10489552,breast_cancer,cancer,BCL2,medium
PMC10489552,breast_cancer,cancer,MET,medium
PMC10489552,breast_cancer,cancer,KDR,medium
PMC10489552,breast_cancer,cancer,SIRT2,medium
PMC10489552,breast_cancer,cancer,EGFR,medium
PMC10489552,breast_cancer,cancer,SETD2,medium
PMC12144589,,,AKT1,high
PMC12144589,,,TNF,high
PMC12144589,,,SRC,high
PMC12144589,,,EGFR,high
PMC12144589,,,ESR1,high
PMC8096424,atherosclerosis,cardiovascular,MCC,high
PMC8096424,atherosclerosis,cardiovascular,ICAM1,high
PMC8096424,atherosclerosis,cardiovascular,PECAM1,high
PMC8096424,atherosclerosis,cardiovascular,MMP9,high
PMC8096424,atherosclerosis,cardiovascular,PIK3R1,high
PMC8096424,atherosclerosis,cardiovascular,AKT1,high
PMC8096424,atherosclerosis,cardiovascular,SRC,high
PMC8096424,atherosclerosis,cardiovascular,HSP90AA1,high
PMC8096424,atherosclerosis,cardiovascular,MMP2,high
PMC8096424,atherosclerosis,cardiovascular,PTK2,high
PMC8096424,atherosclerosis,cardiovascular,HSP90AB1,high
PMC10905266,gout,musculoskeletal,XDH,medium
PMC10905266,gout,musculoskeletal,MMP3,medium
PMC10905266,gout,musculoskeletal,ABCC1,medium
PMC10905266,gout,musculoskeletal,MAOA,medium
PMC10905266,gout,musculoskeletal,ALB,medium
PMC10905266,gout,musculoskeletal,SLC22A8,medium
PMC10905266,gout,musculoskeletal,SLC22A6,medium
PMC10905266,gout,musculoskeletal,HTR2A,medium
PMC10905266,gout,musculoskeletal,PTGS2,medium
PMC10905266,gout,musculoskeletal,MAPK8,medium
PMC7685835,irritable_bowel_syndrome,gastrointestinal,VEGFA,medium
PMC7685835,irritable_bowel_syndrome,gastrointestinal,MAPK3,medium
PMC7685835,irritable_bowel_syndrome,gastrointestinal,IL6,medium
PMC7685835,irritable_bowel_syndrome,gastrointestinal,TP53,medium
PMC7685835,irritable_bowel_syndrome,gastrointestinal,JUN,medium
PMC12337733,chronic_kidney_disease,renal,IL6,high
PMC12337733,chronic_kidney_disease,renal,IL1A,high
PMC12337733,chronic_kidney_disease,renal,TNF,high
PMC12337733,chronic_kidney_disease,renal,PTGS2,high
PMC12337733,chronic_kidney_disease,renal,NFKBIA,high
PMC10900653,,,C4A,medium
PMC10900653,,,PPARA,medium
PMC10900653,,,SLC2A4,medium
PMC10900653,,,FOXO1,medium
PMC10900653,,,IL10,medium
PMC10900653,,,IL6,medium
PMC10900653,,,IFNG,medium
PMC10900653,,,IL2,medium
PMC10900653,,,EGFR,medium
PMC10900653,,,TGFB1,medium
PMC10900653,,,BDNF,medium
PMC10900653,,,FOS,medium
PMC10900653,,,MAPK14,medium
PMC10900653,,,TNF,medium
PMC10900653,,,RELA,medium
PMC10900653,,,NFKB1,medium
PMC10900653,,,VEGFA,medium
PMC10900653,,,IKBKB,medium
PMC10900653,,,IL1B,medium
PMC10900653,,,CASP3,medium
PMC10900653,,,DDIT3,medium
PMC10900653,,,FAS,medium
