rank	screen_priority_score	project_accession	species_labels	scientific_names	run_count	total_fastq_gb	total_fastq_bytes	total_read_count	total_base_count	estimated_mean_read_length	paired_runs	illumina_runs	fastq_available_runs	earliest_year	latest_year	unique_sample_titles	explicit_virus_target	priority_reasons	sample_title_examples	centers	countries	run_accessions	search_text
485	45.641	SRP688088	Salvia miltiorrhiza	Salvia miltiorrhiza	18	63.717	63717021560	474892191	142467657300	300.0	18	18	18	2026	2026	1	False	oversized project; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Salvia miltiorrhiza	SUB16092068	China:Shanghai	SRR37869846;SRR37869847;SRR37869848;SRR37869849;SRR37869850;SRR37869851;SRR37869852;SRR37869853;SRR37869854;SRR37869855;SRR37869856;SRR37869857;SRR37869858;SRR37869859;SRR37869860;SRR37869861;SRR37869862;SRR37869863	Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-1.5h-Rep2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-1.5h-Rep1 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-0h-Rep3 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-0h-Rep2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-24h-Rep2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-24h-Rep3 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-3h-Rep1 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-3h-Rep2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-3h-Rep3 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-6h-Rep2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-6h-Rep1 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-12h-Rep1 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-12h-Rep2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-12h-Rep3 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-24h-Rep1 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Transcriptome analysis of Salvia miltiorrhiza under drought stress at different time points | Illumina NovaSeq 6000 sequencing: RNA-Seq of Salvia miltiorrhiza:DS-6h-Rep3 | Plant sample from Salvia miltiorrhiza 
486	45.254	SRP282303	Paeonia lactiflora	Paeonia lactiflora	18	64.492	64492417864	471180103	141354030900	300.0	18	18	18	2024	2024	1	False	oversized project; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Paeonia lactiflora	SUB8095175	China:Beijing	SRR12634391;SRR12634392;SRR12634393;SRR12634394;SRR12634395;SRR12634396;SRR12634397;SRR12634398;SRR12634399;SRR12634400;SRR12634401;SRR12634402;SRR12634403;SRR12634404;SRR12634405;SRR12634406;SRR12634407;SRR12634408	Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Transcriptome analysis of Paeonia lactiflora | Illumina HiSeq 4000 sequencing: RNA-Seq of Paeonia lactiflora:flower buds | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora
487	45.0	SRP513097	Coptis chinensis	Coptis chinensis	16	81.431	81430773498	429930716	128979214800	300.0	16	0	16	2024	2024	1	False	replicated tractable run count; oversized project; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Coptis chinensis	SUB14512778	China: Chongqing	SRR29355228;SRR29355229;SRR29355230;SRR29355231;SRR29355232;SRR29355233;SRR29355234;SRR29355235;SRR29355236;SRR29355237;SRR29355238;SRR29355239;SRR29355240;SRR29355241;SRR29355242;SRR29355243	Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Fibrous root | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Fibrous root | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Stem | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Stem | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Stem | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Stem | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Root | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Root | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Leaf | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Leaf | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Leaf | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Leaf | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Fibrous root | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Fibrous root | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Root | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis | Transcriptome data of different tissues of Coptis chinensis | MGISEQ-2000RS sequencing: RNAseq of Coptis chinensis:Root | Plant sample from Coptis chinensis | Plant sample from Coptis chinensis
488	45.0	SRP682464	Astragalus membranaceus	Astragalus membranaceus	12	95.38	95379571339	419316740	125795022000	300.0	12	0	12	2026	2026	1	False	replicated tractable run count; oversized project; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Astragalus membranaceus	SUB16049469	China	SRR37547671;SRR37547672;SRR37547673;SRR37547674;SRR37547675;SRR37547676;SRR37547677;SRR37547678;SRR37547679;SRR37547680;SRR37547681;SRR37547682	Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus Transcriptome | DNBSEQ-T7 sequencing: RNA-Seq of Astragalus membranaceus: control | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus
489	44.502	SRP645824	Astragalus membranaceus	Astragalus membranaceus	24	65.996	65996136739	528954547	158686364100	300.0	24	24	24	2025	2025	1	False	oversized project; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Astragalus membranaceus	SUB15777595	China: Yining City, Xinjiang	SRR36073888;SRR36073889;SRR36073890;SRR36073891;SRR36073892;SRR36073893;SRR36073894;SRR36073895;SRR36073896;SRR36073897;SRR36073898;SRR36073899;SRR36073900;SRR36073901;SRR36073902;SRR36073903;SRR36073904;SRR36073905;SRR36073906;SRR36073907;SRR36073908;SRR36073909;SRR36073910;SRR36073911	Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of CKR2 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of CKA2 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of SDR1 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of SDA1 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of MDR1 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of MDA1 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of LDR1 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of SDR3 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of SDA3 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of MDR3 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of MDA3 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of LDA1 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of LDR3 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of LDA3 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of CKR3 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of CKA3 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of SDR2 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of SDA2 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of MDR2 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of MDA2 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of LDR2 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membranaceus RNA-seq data | Illumina NovaSeq X Plus sequencing: RNA-Seq of LDA2 | Plant sample from Astragalus membranaceus | Plant sample from Astragalus membranaceus | Astragalus membran
490	44.423	SRP348149	Rehmannia glutinosa	Rehmannia glutinosa	18	46.154	46153874307	414339508	123236596900	297.43	18	0	18	2022	2022	1	False	oversized project; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Rehmannia glutinosa	SUB10689353	China: zhengzhou	SRR17050426;SRR17050427;SRR17050428;SRR17050429;SRR17050430;SRR17050431;SRR17050432;SRR17050433;SRR17050434;SRR17050435;SRR17050436;SRR17050437;SRR17050438;SRR17050439;SRR17050440;SRR17050441;SRR17050442;SRR17050443	Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa | Rehmannia glutinosa Raw sequence reads | PacBio RS II sequencing: RNA-Seq of Rehmannia glutinosa whole plant | Plant sample from Rehmannia glutinosa | Plant sample from Rehmannia glutinosa
491	44.0	SRP311112	Panax ginseng	Panax ginseng	1	0.0	29016	494	86881	175.87	0	1	1	2021	2021	1	False	single run only; very small project; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Panax ginseng	SUB9308806	China:Jilin	SRR13993890	Panax ginseng Transcriptome or Gene expression | Illumina NovaSeq 6000 sequencing: circRNA | Plant sample from Panax ginseng | CircRNA in ginseng root tissue
492	44.0	SRP313367	Gardenia jasminoides	Gardenia jasminoides	1	0.0	567	1	1446	1446.0	0	1	1	2021	2021	1	False	single run only; very small project; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Gardenia jasminoides	SUB9425166	China: Heyuan,Guangzhou	SRR14140316	Iridoid UDP-Glucosyltransferase | Illumina HiSeq 2000 sequencing: Iridoid UDP-Glucosyltransferase | Plant sample from Gardenia jasminoides | Plant sample from Gardenia jasminoides
493	44.0	SRP562208	Paeonia lactiflora	Paeonia lactiflora	6	0.0	0	0	0	0.0	6	6	0	2026	2026	1	False	replicated tractable run count; very small project; mostly paired-end; recent release; not explicitly virus-targeted; no FASTQ URLs	Plant sample from Paeonia lactiflora	SUB15035368	China: Harbin	SRR32266053;SRR32266054;SRR32266055;SRR32266056;SRR32266057;SRR32266058	Paeonia sp. Transcriptome or Gene expression | Illumina HiSeq 2500 sequencing: abc | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Paeonia sp. Transcriptome or Gene expression | Illumina HiSeq 2500 sequencing: abc | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Paeonia sp. Transcriptome or Gene expression | Illumina HiSeq 2500 sequencing: abc | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Paeonia sp. Transcriptome or Gene expression | Illumina HiSeq 2500 sequencing: abc | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Paeonia sp. Transcriptome or Gene expression | Illumina HiSeq 2500 sequencing: abc | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora | Paeonia sp. Transcriptome or Gene expression | Illumina HiSeq 2500 sequencing: abc | Plant sample from Paeonia lactiflora | Plant sample from Paeonia lactiflora
494	44.0	SRP605814	Dendrobium officinale	Dendrobium officinale	6	0.0	0	0	0	0.0	6	6	0	2026	2026	1	False	replicated tractable run count; very small project; mostly paired-end; recent release; not explicitly virus-targeted; no FASTQ URLs	Plant sample from Dendrobium officinale	SUB15474424	China:Baise	SRR34829933;SRR34829934;SRR34829935;SRR34829936;SRR34829937;SRR34829938	Dendrobium officinale Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq-XL2-12-3-HD | Plant sample from Dendrobium officinale | Plant sample from Dendrobium officinale | Dendrobium officinale Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq-XL2-12-2-HD | Plant sample from Dendrobium officinale | Plant sample from Dendrobium officinale | Dendrobium officinale Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq-XL2-12-1-HD | Plant sample from Dendrobium officinale | Plant sample from Dendrobium officinale | Dendrobium officinale Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq-XL2-0-3-HD | Plant sample from Dendrobium officinale | Plant sample from Dendrobium officinale | Dendrobium officinale Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq-XL2-0-2-HD | Plant sample from Dendrobium officinale | Plant sample from Dendrobium officinale | Dendrobium officinale Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq-XL2-0-1-HD | Plant sample from Dendrobium officinale | Plant sample from Dendrobium officinale
