ligand,pubchem_query,role,herb,scaffold,priority,sdf_file,notes,focused_role,system,state,chain_pair,receptor_file,grid_id,grid_state,grid_type,center_x,center_y,center_z,size_x,size_y,size_z,exhaustiveness,seed,output_prefix,run_mode,score_best,output_pdbqt,unidock_returncode,unidock_outdir,method,source_csv,ligand_std,grid_category,stage_source,ligand_sdf,candidate_class,rank_as_candidate,pose_available,ligand_pdbqt,receptor_pdb,score_pdbqt,ligand_heavy_atoms,min_receptor_distance,contact_residue_count,optn_contact_count,tbk1_contact_count,dual_chain_contact,cleft_contact_strong,min_dist_to_optn_res50,res50_within_8A,optn_contact_residues,tbk1_contact_residues,lig_centroid_x,lig_centroid_y,lig_centroid_z,error,ligand_efficiency_score_per_heavy_atom
Linarin_anchor,Linarin,anchor_existing_raw_score,Buddlejae Flos / Mimenghua,flavone glycoside,anchor,ligands_sdf_manual/Linarin_anchor_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,conditional_anchor,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,1,S15BFocused_Linarin_anchor_E50K_AC_E50K_blind_seed1,focused_blind_seed3,-5.0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1/S15BFocused_Linarin_anchor_E50K_AC_E50K_blind_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Linarin,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1/S15BFocused_Linarin_anchor_E50K_AC_E50K_blind_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-5.0,42.0,2.855752265165869,7.0,3.0,4.0,True,True,9.606965910213278,False,58MET;61ASN;62ASN,700VAL;703GLU;704LEU;707ASN,-2.122619047619048,5.933119047619049,-29.584571428571422,,-0.11904761904761904
Tanshinone_IIA,Tanshinone IIA,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_IIA_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,1,S15BFocused_Tanshinone_IIA_E50K_AC_E50K_blind_seed1,focused_blind_seed3,-6.132,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1/S15BFocused_Tanshinone_IIA_E50K_AC_E50K_blind_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Tanshinone_IIA,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1/S15BFocused_Tanshinone_IIA_E50K_AC_E50K_blind_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.132,22.0,3.122151501769252,7.0,4.0,3.0,True,True,9.178257677794845,False,57ALA;60LEU;61ASN;64ALA,708ASN;711LEU;712GLU,6.782454545454548,14.39040909090909,-24.04131818181818,,-0.2787272727272727
Cryptotanshinone,Cryptotanshinone,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Cryptotanshinone_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,1,S15BFocused_Cryptotanshinone_E50K_AC_E50K_blind_seed1,focused_blind_seed3,-6.21,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1/S15BFocused_Cryptotanshinone_E50K_AC_E50K_blind_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Cryptotanshinone,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1/S15BFocused_Cryptotanshinone_E50K_AC_E50K_blind_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.21,22.0,3.37946282713688,3.0,3.0,0.0,False,False,21.76536342448708,False,65MET;66LYS;69PHE,,1.7470454545454543,-0.9572727272727274,-15.733590909090909,,-0.2822727272727273
Tanshinone_I,Tanshinone I,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_I_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,1,S15BFocused_Tanshinone_I_E50K_AC_E50K_blind_seed1,focused_blind_seed3,-6.479,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1/S15BFocused_Tanshinone_I_E50K_AC_E50K_blind_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Tanshinone_I,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed1/S15BFocused_Tanshinone_I_E50K_AC_E50K_blind_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.479,21.0,3.1944054219838782,7.0,3.0,4.0,True,True,14.399631036939802,False,61ASN;64ALA;68ARG,708ASN;711LEU;712GLU;715GLY,7.533190476190475,13.28142857142857,-18.460904761904764,,-0.30852380952380953
Coptisine_anchor,Coptisine,anchor_existing_main,Coptidis Rhizoma / Huanglian,protoberberine alkaloid,anchor,ligands_sdf_manual/Coptisine_anchor_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,main_anchor,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,2,S15BFocused_Coptisine_anchor_E50K_AC_E50K_blind_seed2,focused_blind_seed3,-6.457,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Coptisine_anchor_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Coptisine,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Coptisine_anchor_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.457,24.0,3.0502532681729893,8.0,4.0,4.0,True,True,7.682982103324205,True,57ALA;60LEU;61ASN;68ARG,704LEU;708ASN;711LEU;712GLU,7.208791666666667,14.118541666666667,-24.682375000000004,,-0.2690416666666667
Linarin_anchor,Linarin,anchor_existing_raw_score,Buddlejae Flos / Mimenghua,flavone glycoside,anchor,ligands_sdf_manual/Linarin_anchor_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,conditional_anchor,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,2,S15BFocused_Linarin_anchor_E50K_AC_E50K_blind_seed2,focused_blind_seed3,-5.527,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Linarin_anchor_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Linarin,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Linarin_anchor_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-5.527,42.0,2.8938552140699785,9.0,4.0,5.0,True,True,9.046681877904184,False,58MET;61ASN;62ASN;65MET,696GLU;700VAL;703GLU;704LEU;707ASN,-4.232380952380952,7.673690476190475,-31.42719047619047,,-0.1315952380952381
Tanshinone_IIA,Tanshinone IIA,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_IIA_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,2,S15BFocused_Tanshinone_IIA_E50K_AC_E50K_blind_seed2,focused_blind_seed3,-6.088,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Tanshinone_IIA_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Tanshinone_IIA,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Tanshinone_IIA_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.088,22.0,3.3785366654810773,3.0,3.0,0.0,False,False,20.866553956032128,False,65MET;66LYS;69PHE,,1.1135,-0.9682272727272726,-15.921909090909091,,-0.2767272727272727
Cryptotanshinone,Cryptotanshinone,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Cryptotanshinone_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,2,S15BFocused_Cryptotanshinone_E50K_AC_E50K_blind_seed2,focused_blind_seed3,-6.146,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Cryptotanshinone_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Cryptotanshinone,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Cryptotanshinone_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.146,22.0,3.43652920837289,4.0,4.0,0.0,False,False,21.678886156811657,False,65MET;66LYS;69PHE;70GLU,,1.632,-0.8817727272727273,-15.83281818181818,,-0.27936363636363637
Tanshinone_I,Tanshinone I,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_I_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,2,S15BFocused_Tanshinone_I_E50K_AC_E50K_blind_seed2,focused_blind_seed3,-6.776,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Tanshinone_I_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Tanshinone_I,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed2/S15BFocused_Tanshinone_I_E50K_AC_E50K_blind_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.776,21.0,3.307956771180665,7.0,3.0,4.0,True,True,14.995284658851933,False,61ASN;64ALA;68ARG,708ASN;711LEU;712GLU;715GLY,7.595952380952379,13.30952380952381,-18.172238095238093,,-0.32266666666666666
Coptisine_anchor,Coptisine,anchor_existing_main,Coptidis Rhizoma / Huanglian,protoberberine alkaloid,anchor,ligands_sdf_manual/Coptisine_anchor_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,main_anchor,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,3,S15BFocused_Coptisine_anchor_E50K_AC_E50K_blind_seed3,focused_blind_seed3,-6.884,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Coptisine_anchor_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Coptisine,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Coptisine_anchor_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.884,24.0,3.1503971178249888,6.0,2.0,4.0,True,True,13.133048008744964,False,61ASN;68ARG,708ASN;711LEU;712GLU;715GLY,7.329250000000001,13.86583333333333,-18.68766666666666,,-0.28683333333333333
Linarin_anchor,Linarin,anchor_existing_raw_score,Buddlejae Flos / Mimenghua,flavone glycoside,anchor,ligands_sdf_manual/Linarin_anchor_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,conditional_anchor,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,3,S15BFocused_Linarin_anchor_E50K_AC_E50K_blind_seed3,focused_blind_seed3,-6.911,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Linarin_anchor_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Linarin,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Linarin_anchor_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.911,42.0,2.9512000948766586,12.0,5.0,7.0,True,True,5.630847449540791,True,57ALA;60LEU;61ASN;64ALA;68ARG,701VAL;704LEU;705ALA;708ASN;711LEU;712GLU;715GLY,5.743928571428571,15.913428571428575,-25.17480952380952,,-0.16454761904761903
Tanshinone_IIA,Tanshinone IIA,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_IIA_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,3,S15BFocused_Tanshinone_IIA_E50K_AC_E50K_blind_seed3,focused_blind_seed3,-6.413,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Tanshinone_IIA_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Tanshinone_IIA,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Tanshinone_IIA_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.413,22.0,3.3075264171280634,7.0,4.0,3.0,True,True,14.96629469842152,False,60LEU;61ASN;64ALA;68ARG,711LEU;712GLU;715GLY,7.865909090909088,13.202090909090913,-18.34131818181818,,-0.29150000000000004
Cryptotanshinone,Cryptotanshinone,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Cryptotanshinone_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,3,S15BFocused_Cryptotanshinone_E50K_AC_E50K_blind_seed3,focused_blind_seed3,-6.365,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Cryptotanshinone_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Cryptotanshinone,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Cryptotanshinone_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.365,22.0,3.368928761490809,7.0,4.0,3.0,True,True,11.86318768291221,False,60LEU;61ASN;64ALA;68ARG,708ASN;711LEU;712GLU,8.127818181818185,12.437136363636364,-21.675045454545455,,-0.2893181818181818
Tanshinone_I,Tanshinone I,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_I_3D.sdf,E50K AC transformed CB-Dock2 residue-50 pocket center.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_E50K_blind_center_28A,E50K,E50K_blind_center,-1.0751387137523478,8.43674429315761,-26.002095209157083,28,28,28,32,3,S15BFocused_Tanshinone_I_E50K_AC_E50K_blind_seed3,focused_blind_seed3,-6.735,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Tanshinone_I_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Tanshinone_I,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/E50K_AC_AC_E50K_blind_center_28A_seed3/S15BFocused_Tanshinone_I_E50K_AC_E50K_blind_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.735,21.0,3.2971097949567905,6.0,3.0,3.0,True,True,14.872337845812943,False,61ASN;64ALA;68ARG,708ASN;711LEU;712GLU,7.690857142857142,13.219285714285714,-18.311666666666664,,-0.32071428571428573
Coptisine_anchor,Coptisine,anchor_existing_main,Coptidis Rhizoma / Huanglian,protoberberine alkaloid,anchor,ligands_sdf_manual/Coptisine_anchor_3D.sdf,WT BD transformed CB-Dock2 residue-50 adjacent pocket center; added in v2 per feedback.,main_anchor,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_WT_blind_center_28A,WT,WT_blind_center,3.5413820771090894,13.863730759153968,-33.44538451412643,28,28,28,32,1,S15BFocused_Coptisine_anchor_WT_BD_WT_blind_seed1,focused_blind_seed3,-6.304,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/WT_BD_BD_WT_blind_center_28A_seed1/S15BFocused_Coptisine_anchor_WT_BD_WT_blind_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_blind_seed3/WT_BD_BD_WT_blind_center_28A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_blind_seed3/stage15B_focused_selected7_focused_blind_seed3_raw.csv,Coptisine,blind,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_blind_seed3/WT_BD_BD_WT_blind_center_28A_seed1/S15BFocused_Coptisine_anchor_WT_BD_WT_blind_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.304,24.0,3.382628268077946,5.0,2.0,3.0,True,True,13.0289430499945,False,60LEU;64ALA,708ASN;709HIS;712GLU,6.192166666666668,15.840458333333329,-23.314375,,-0.26266666666666666
